house_name,z_estimate,estimated_range_min,estimated_range_max,user_id,city_id,neighborhood_id,prices
'43180 Breitenberg Village',815468,801425,829511,48,11,32,'955585 955925 959518 962386 965890 969837 972862 980263 983298 986589 986979 993960 994014 1001174 1004755 1008201 1011752 1014777 1018129 1021438 1025732 1029285 1032674 1036302 1038874 1043286 1043081 1046689 1053350 1053664 1057609 1060669 1067516 1068086 1071047 1075174 1081514 1084702 1085518 1091963 1095114 1096272 1099159 1105870 1105986 1109804 1113253 1120079 1120030 1123999 1129928 1134112 1137118 1138191 1144141 1147531 1148606 1152276 1158840 1162205 1165321 1166288 1168974 1176049 1176830 1182549 1183595 1186734 1190345 1196401 1199869 1201012 1204081 1210390 1214667 1214599 1221749 1224845 1228505 1231635 1232076 1235828 1239495 1242439 1246232 1250153 1253567 1260011 1263272 1263680 1267784 1270469 1274008 1278308 1280882 1285335 1291739 1292349 1298013 1299217 1302703 1305462 1309532 1312470 1316155 1322926 1326155 1327092 1329862 1333658 1337244 1340400 1344170 1351264 1351621 1358043 1357878 1364895 1367887 1372068 '
'2879 Laney Square',592575,575969,609181,4,13,42,'613175 613943 620414 624069 627559 631330 634701 637672 641470 644744 648170 652218 655289 659006 662773 665835 669799 669630 674062 680142 680900 684406 690637 693855 697652 697717 704933 705250 708991 712433 719091 719052 722427 728755 729842 736277 736544 743230 746880 747452 750863 757441 761073 764612 767948 767871 775017 778550 778858 782336 788653 792325 792283 798711 799132 803505 806207 810498 816402 820445 820998 827461 830289 831245 834190 841534 844872 845551 848931 852187 855407 862038 865490 866194 869387 876324 879206 883052 884086 887263 893419 893914 900223 901035 907582 911466 912031 917888 921655 922102 926065 932582 932889 935952 942439 942814 946145 953356 957105 957403 963574 964230 967953 970831 977516 978054 981213 987767 988461 995253 996081 999469 1005257 1006590 1009492 1013459 1019599 1019765 1026674 1027202 '
'537 O Kon Canyon',641046,630795,651297,14,2,39,'709103 709584 716723 716970 723726 724164 730074 730791 734248 737579 741242 747926 748395 754701 758635 759023 762553 766281 772799 772540 776065 783152 783234 787396 793128 797384 800229 801379 804059 811062 811728 817814 818118 825148 828716 832358 835811 838785 842228 845761 849548 853245 856452 857406 862920 864155 867786 873732 877079 881039 884884 885206 891551 894529 895190 899409 905854 909006 912661 915803 919787 922667 926076 926613 930633 936669 937789 943435 944199 947886 951866 957882 961676 962033 967936 971909 975711 976127 982877 986361 986337 989582 993408 999498 1000748 1003588 1010125 1010879 1014123 1020681 1024244 1027926 1031731 1032336 1038558 1041533 1042308 1048665 1052102 1055531 1056521 1059797 1066116 1067150 1073183 1076550 1080047 1081341 1087157 1088240 1091615 1094989 1097999 1105146 1108495 1108593 1112085 1118558 1119735 1125801 '
'0953 Murphy Locks',641734,623094,660374,77,19,17,'586619 587403 594079 597142 597911 601162 604612 611375 611610 614741 618998 625124 628596 629169 635384 639386 639966 643716 646318 653514 653866 659775 663751 663934 667671 670867 677370 681679 684752 688349 689222 695249 696193 699028 705397 706631 713140 713331 716712 719847 723446 727339 731197 737346 740542 744311 747771 748635 751361 758440 761770 765463 768965 769079 772531 779378 780119 785834 786506 792891 794023 799821 800318 804095 810683 811295 814413 821589 821305 825199 832211 835306 838326 839701 845315 848874 849940 853675 856770 860576 866428 867048 873916 877429 877624 880763 887801 888636 891539 894749 902029 902480 905827 912010 912855 919697 919257 926645 929553 933195 936572 940027 943733 947202 948173 951294 955039 961433 961929 967995 971579 972415 978933 981979 983168 988898 992524 993579 996717 1000463 '
'878 Chyna Branch',629566,617294,641838,59,1,44,'949627 952757 954017 957489 961126 967271 970363 974243 974893 978522 984566 985289 988253 992470 996039 999125 1005894 1009396 1012972 1015702 1019476 1020271 1027160 1030196 1033437 1036786 1037168 1044357 1045041 1051217 1051880 1055283 1058901 1062638 1068945 1072527 1073040 1079041 1082589 1085989 1086206 1093198 1096628 1100460 1100188 1107640 1111155 1110826 1117210 1120764 1121176 1125200 1131510 1134760 1138350 1139085 1145553 1149176 1152189 1156236 1156667 1160458 1166803 1170021 1173433 1174623 1177785 1180691 1188135 1191537 1191627 1198514 1198638 1205435 1205612 1211812 1213024 1216666 1222788 1226236 1226247 1230045 1237070 1240040 1244103 1247120 1250642 1254551 1254530 1258129 1264479 1265045 1271677 1272646 1275366 1279279 1286085 1289441 1292900 1292819 1299281 1300564 1303733 1307273 1313998 1316826 1317757 1321225 1327695 1328390 1331592 1334760 1342143 1342056 1348991 1348794 1352191 1356578 1359412 1366138 '
'2928 Nicklaus Skyway',928646,909379,947913,66,11,23,'649006 649506 652286 659695 662813 662960 670051 670467 674087 680632 680423 687726 690673 694343 697850 701283 704521 705676 709067 714795 715483 719369 725456 729629 733232 733552 736878 743228 746283 750303 750330 753971 757281 764230 767345 768527 774968 775165 778471 785063 789017 789108 792362 798945 799908 805778 809441 809816 816603 817750 821014 824284 830695 831642 838094 841015 844353 848698 852247 852117 855489 859176 865355 865971 869841 872796 879832 883579 883428 889949 893929 894441 897612 904122 907974 911661 914969 918652 921682 925668 929194 932484 932768 939188 942934 946297 946337 949950 953945 960181 963685 967412 967884 974685 975210 980893 984994 988549 988377 995408 998768 1001884 1003058 1005928 1012596 1015882 1016297 1023053 1026902 1027744 1030551 1037097 1037974 1044507 1047971 1047999 1051433 1057990 1058588 1062743 '
'67828 Cummings Point',538885,526610,551160,59,2,17,'908767 915278 918861 919317 925951 929901 930191 936775 940501 943987 947540 950436 953911 955071 958048 964684 965295 968380 972571 978955 978938 986047 985930 993255 993656 999637 1000433 1004006 1007740 1010426 1014411 1018148 1024082 1028124 1028365 1031764 1035499 1042034 1042321 1048282 1049478 1055948 1055943 1062341 1063103 1069673 1070030 1073925 1079914 1081249 1087307 1090962 1091420 1095145 1098753 1105082 1105643 1108284 1115055 1118731 1119328 1122485 1126131 1130226 1132901 1136870 1142893 1144016 1146942 1150907 1157136 1160568 1160833 1168173 1167827 1174731 1177992 1181653 1181985 1185524 1188859 1195703 1196565 1199853 1202817 1209452 1212978 1217029 1216806 1220329 1227011 1227391 1231669 1234820 1237779 1244897 1248474 1251659 1252308 1258482 1262439 1265862 1268895 1269522 1276062 1279439 1283283 1286752 1290364 1290726 1294504 1300608 1303799 1304512 1311150 1311429 1315558 1319078 1325182 1329223 '
'59975 Thompson Crescent',766954,751239,782669,16,16,30,'550991 556904 560259 564611 564536 568611 571288 575640 578635 581746 585798 592266 595483 596226 599946 606705 609971 609961 613544 619860 620411 626902 627939 630964 637491 641430 642080 645157 649146 655119 659143 662668 666006 665994 672579 676318 679525 683046 683594 687008 690765 697048 698147 704232 704614 710990 712218 718446 721842 722326 725449 731840 735559 736045 739873 746604 747121 753092 753817 756815 764085 767141 767785 774082 774566 778059 782049 785537 789112 792588 798376 802298 805610 809542 813033 816346 817143 823295 826752 827266 830800 837195 837540 841061 844492 848582 855229 858717 858654 864925 868811 869559 875823 875803 879849 882802 889969 893130 896601 897421 903894 904265 907965 914424 917339 918210 925094 925675 928531 932251 935856 941883 945843 946558 953000 953396 959651 962870 963371 967438 '
'62210 Milford Alley',928210,913278,943142,89,5,2,'593677 593532 599952 604039 604850 610531 611596 615191 618770 621533 625032 628651 632436 635589 642453 646228 645863 649505 656002 657214 663319 663657 670472 674312 677330 680549 684076 687851 691043 694512 698661 701713 702534 708700 712685 715510 719498 719767 723184 729876 733015 736918 737676 743402 747414 750669 754543 754379 761530 764625 768297 768953 772375 775963 778955 785533 786365 789449 793217 800055 803243 803905 810382 813515 813890 818048 821358 825123 828818 835101 838089 838410 842473 848591 848974 852440 856217 859661 863071 869532 870528 874288 879866 881025 884536 891289 894014 897901 901670 905038 905405 908386 915085 916095 922259 922827 926785 930183 933732 940186 943067 943809 950539 954156 953882 957486 964360 965011 968682 972349 975006 981914 982484 985509 989092 995670 996807 1003144 1006793 1006984 '
'667 Schumm Parkway',537763,523178,552348,36,9,30,'516794 516702 520157 526447 527227 533628 537679 538063 541370 545283 551481 554673 558049 561502 562091 565546 569393 572860 579464 583017 583641 590096 592974 593629 600136 603768 607425 608070 614234 615013 621746 624412 628738 629138 635471 635733 642449 646360 646054 650299 653877 656984 660093 664342 670425 674083 674643 677389 681628 687943 688018 695270 698275 702049 702858 705996 712628 716048 718959 719655 723459 727287 730605 737305 737687 740711 743955 748235 754752 757797 761734 764396 768621 769242 772346 775632 782767 785396 789274 790291 796093 799435 803155 804344 806903 813877 814424 817720 824073 827964 828453 832012 838186 838695 842018 848655 852070 853081 856501 859712 863228 869928 870583 876715 877067 883694 887720 887411 894024 895160 898458 904714 908622 909140 915319 916258 922553 925512 929208 930259 '
'9429 Robert Isle',880524,865662,895386,2,17,12,'907952 907735 911821 917737 921624 921807 925674 931965 935862 936423 939666 943458 946532 952509 953309 959680 960232 964294 967866 974086 974312 978252 981616 988401 988051 995275 998723 998971 1002014 1005988 1012925 1013058 1019389 1019941 1026645 1027494 1030363 1036824 1040638 1043754 1044329 1048378 1054947 1054585 1061139 1065413 1065093 1069026 1075322 1079032 1082393 1083398 1089767 1090321 1093764 1100178 1103972 1107050 1107335 1113543 1114473 1118495 1121016 1125496 1131676 1132028 1135894 1141607 1142038 1148715 1152460 1152804 1156134 1162911 1166346 1169976 1173581 1177349 1180596 1181252 1184493 1190526 1191304 1198097 1201025 1202340 1205401 1209030 1212104 1216477 1219167 1222898 1229983 1232607 1233841 1236506 1243741 1246539 1247574 1253728 1257716 1260754 1261248 1268195 1271077 1272093 1275706 1279054 1285572 1289074 1292098 1296202 1296069 1302561 1307002 1310223 1313594 1316895 1317937 1323703 '
'1368 Block Square',794990,776314,813666,50,6,29,'511494 514960 518635 519298 526165 526434 530227 532925 537110 543390 543820 550316 550390 557471 561137 564429 567550 570988 572247 578383 582179 581889 585398 589608 595498 599087 599963 603229 607123 610662 613544 620436 623283 624042 628167 631125 638250 640875 644597 645028 649036 652580 658416 658800 665506 668870 673248 672805 679630 682789 684019 687536 690680 694143 701202 704203 707681 711168 711428 715074 719145 725407 728645 732175 733087 739747 742811 743251 746601 750644 753475 757365 764002 763998 771214 774194 777721 780893 784785 785736 788707 792735 795885 799430 805887 806576 809886 813288 816699 823185 826315 826895 830884 837716 840287 844191 844847 851355 852222 855156 861329 862397 866189 869427 872661 879180 883228 883589 889674 889851 893295 897288 903631 904420 907456 911022 917874 920931 921446 924979 '
'3169 Palma Lakes',647775,635664,659886,22,10,17,'781348 784666 788301 791967 792598 798513 802587 805550 805791 812899 816270 819330 822974 826448 830267 830354 837537 837791 843897 844865 848583 851628 855342 858636 861663 865793 872372 875551 876614 883018 883353 886809 892744 893838 897269 903563 906746 908009 910753 914318 918050 921258 925305 929046 934806 936106 938891 945469 949331 952249 956232 956808 963278 967123 970264 973362 974541 980693 984402 985080 991594 991439 995534 998776 1002417 1005493 1008982 1016071 1016335 1019164 1026609 1026844 1033123 1036405 1039817 1043821 1047539 1050483 1054562 1054668 1058090 1064656 1064682 1068842 1071855 1078583 1078812 1083064 1088824 1089261 1096071 1100069 1099890 1106283 1110106 1113743 1114277 1120438 1124241 1127823 1131101 1134836 1138350 1141780 1145471 1145768 1152540 1152591 1156313 1162984 1166028 1169630 1173243 1176655 1177482 1183836 1187579 1187478 1190692 1194811 '
'0932 Vance Ferry',879748,860045,899451,15,10,44,'627893 631882 635267 638170 641680 641998 646216 652729 656043 659127 662592 666969 667186 670706 674389 680812 684140 684310 687691 694165 697483 701931 704757 708084 709283 715356 715736 722961 723247 726968 732866 736530 740080 743523 744211 747314 753510 757589 760667 764785 767994 770971 771640 778352 781920 785809 788600 792640 795768 796201 802865 803623 810117 810328 813624 817954 821284 824243 831151 834396 835378 838457 845268 848411 852094 852649 856389 859234 866216 869391 872593 876068 880161 883502 883990 890722 894131 894240 900742 901417 905254 908661 912051 915882 921642 925026 929193 929719 932656 939617 942759 946646 946744 950414 953697 957573 963860 967945 967850 974326 977580 978296 982198 985379 991474 992676 998763 999921 1002695 1006845 1013014 1013283 1017232 1023605 1027291 1030360 1030719 1034329 1038401 1044568 '
'9100 David Spring',610824,592546,629102,96,16,38,'860400 860882 867674 868025 871591 875069 878331 885272 885439 889694 895759 896507 899880 906369 906336 913097 913248 917017 921028 924579 930801 934584 937373 938573 941228 947956 948840 955200 959099 961841 962369 965966 972418 975929 976983 980004 984141 986771 994090 993926 1000881 1001675 1004612 1011500 1011417 1018516 1018434 1021973 1025984 1029494 1035573 1038808 1040104 1042824 1049321 1053071 1053994 1059998 1063294 1064472 1070257 1074330 1075051 1078090 1081429 1088651 1091571 1094768 1096145 1099552 1102251 1105965 1112852 1112899 1116849 1122931 1126305 1130344 1130918 1137191 1140865 1144529 1147963 1147936 1151523 1157974 1161759 1162062 1169204 1169487 1172782 1179127 1179720 1186679 1189717 1190074 1196890 1197284 1200761 1207348 1210294 1210985 1217985 1218264 1221689 1225176 1228411 1231903 1235621 1242021 1243088 1249581 1249799 1252745 1256487 1260318 1266912 1269770 1274153 1276715 '
'1315 Rowe Crest',615346,598736,631956,67,10,10,'809198 812089 816086 822627 825938 829263 833032 836293 837251 839884 846470 849832 854103 857332 858178 860886 867445 871205 871516 878353 878675 885329 888600 889662 893277 899216 903085 906067 909644 910292 917045 920443 920622 924801 928043 931778 937863 941461 944537 948591 949269 952000 958536 958843 962759 969511 972489 973224 979534 979902 987051 990665 990327 993962 998039 1000882 1005301 1008361 1014606 1017849 1018444 1025728 1025708 1031852 1035728 1036306 1042339 1046091 1049790 1050238 1054284 1060284 1063406 1067486 1071157 1074449 1078153 1081514 1085141 1085743 1088994 1095780 1095569 1099220 1106084 1106741 1109700 1113656 1117225 1122818 1124028 1130269 1130490 1137476 1141206 1141342 1144522 1151644 1151390 1155634 1158681 1162050 1169086 1169736 1172879 1179085 1180249 1186714 1189956 1190467 1194102 1200269 1201035 1207282 1210661 1214168 1218126 1221578 1225247 1228647 '
'07388 Smitham Ridges',666459,656150,676768,9,13,49,'717584 724056 724942 731795 732309 735302 739328 745540 745957 752119 755527 756284 759996 765915 769751 773100 773485 777246 781157 787428 788296 791666 797804 797894 804578 807905 808851 812476 818762 822673 822640 826196 829958 836290 839817 840260 846561 850721 854094 857021 860572 863890 868068 868038 871532 878769 878586 882549 885617 888870 893060 899145 902628 905982 906659 910290 917231 920543 923963 924457 928045 931298 935138 938428 941574 944913 948639 952528 955954 958972 965500 966808 973161 973683 979819 980159 986789 990506 990784 994151 1001261 1004195 1007626 1011789 1015039 1015815 1022142 1022610 1026248 1032260 1032724 1038875 1042790 1045917 1049942 1052846 1053461 1060345 1064275 1064371 1067669 1074466 1078190 1078724 1085101 1085271 1091785 1092137 1095793 1099396 1103002 1106342 1112768 1116734 1116986 1120437 1127221 1127824 1130466 1134821 '
